gene	driver_prob	is_driver	is_labeled
CCDC121	0.35670525	0	0
MAP4K2	0.35670418	0	0
SLC30A3	0.35667557	0	0
KCTD5	0.35663232	0	0
TXNDC16	0.35661623	0	0
KLHL14	0.3566112	0	0
RPS6KA1	0.35660616	0	0
TLR5	0.35659266	0	0
TRIM54	0.35657364	0	0
TYSND1	0.35653764	0	0
HMGB4	0.3565371	0	0
ZNF44	0.35652325	0	0
SNX24	0.35651767	0	1
TBC1D16	0.35651338	0	0
KLHL2	0.35651022	0	0
CD300LB	0.3564409	0	0
SLC5A2	0.35643968	0	0
DNTTIP2	0.35643813	0	0
TPST2	0.3564013	0	0
MMEL1	0.3563939	0	0
ZNF85	0.35638392	0	0
MTA1	0.35637966	0	0
RTP5	0.35636178	0	0
ERICH6	0.35635945	0	0
SNX11	0.3563468	0	0
STX16	0.3563446	0	0
GINS1	0.35630038	0	0
B3GNT5	0.35623616	0	0
CDH15	0.3562083	0	0
IP6K1	0.35620135	0	1
DUSP10	0.3561815	0	0
ZC3H3	0.35617465	0	1
ACR	0.35617283	0	0
PDILT	0.35617226	0	1
IER5	0.3561716	0	0
AQP10	0.35615507	0	0
SSBP2	0.35614935	0	0
NUDT13	0.35614425	0	1
PLEKHF2	0.35611904	0	0
ASCL2	0.35611567	0	0
GPR87	0.35610884	0	0
RAB22A	0.35610405	0	0
VIPAS39	0.35607904	0	0
KCNK9	0.35607868	0	0
PAN3	0.3560173	0	0
ENPP5	0.35600877	0	0
NHSL1	0.3560087	0	0
FZD8	0.3560061	0	0
SLC3A1	0.35600585	0	0
APLF	0.35600513	0	1
HOXD1	0.35599422	0	0
MINPP1	0.3559826	0	0
HTR3C	0.3559785	0	0
SPAG1	0.35597074	0	0
INHA	0.35596886	0	0
CCDC70	0.35596666	0	1
OR1C1	0.35595423	0	0
INTS8	0.35594535	0	0
LRRC37A3	0.35593006	0	0
MAPKAPK5	0.35590857	0	0
CIAPIN1	0.35588533	0	0
ICAM5	0.3558592	0	0
CYB5RL	0.35584292	0	0
MAP3K8	0.35579717	0	0
ANKS1A	0.35579574	0	1
CEACAM7	0.35579485	0	1
RNF13	0.35577306	0	1
TRIM36	0.35573578	0	0
RASGRP1	0.35572708	0	0
SLC30A5	0.35572463	0	0
C2orf73	0.35571912	0	0
TSPAN32	0.3557189	0	0
MED7	0.35571504	0	0
RIC8A	0.3556769	0	0
PCGF6	0.35567394	0	0
SPEM1	0.35567302	0	0
SMAD5	0.35567278	0	1
C9orf131	0.35565272	0	0
IFITM1	0.3556499	0	0
TIMM10B	0.35564548	0	1
MAST3	0.35562408	0	0
KCTD7	0.3556207	0	0
TMEM169	0.35561854	0	0
GFRAL	0.35561827	0	0
PNCK	0.3555784	0	0
NADSYN1	0.35554105	0	0
SYTL1	0.355533	0	0
DYM	0.35553277	0	0
SLC44A5	0.35552788	0	1
SSR1	0.35552698	0	0
BAZ1A	0.35550666	0	0
SHC4	0.35550606	0	0
TCEAL4	0.35548025	0	1
ZNRD1	0.35546523	0	0
TMEM19	0.35544926	0	1
SENP2	0.35544398	0	0
TBCE	0.35543922	0	0
KLF15	0.3554296	0	0
KCNT1	0.355421	0	0
PARVA	0.35541916	0	0
CDH24	0.35539016	0	0
TUBGCP4	0.35532722	0	0
PTH1R	0.35532352	0	1
SLC30A10	0.3552984	0	0
IQCK	0.35528874	0	0
CLEC4M	0.355272	0	0
SRP14	0.3552633	0	0
TRAK2	0.3552478	0	0
N4BP2	0.3552372	0	0
POFUT2	0.35523012	0	0
TNK2	0.35522237	0	0
CTU1	0.35521978	0	0
LRRC3B	0.355219	0	1
ARMCX5	0.35520896	0	0
NAPA	0.3552062	0	0
PCDH18	0.35519025	0	0
BTNL2	0.35518777	0	0
NBEAL2	0.35517323	0	0
LRRC40	0.35517165	0	0
PRRC1	0.35516235	0	1
TSC22D2	0.35514873	0	0
NDUFA13	0.35514435	0	0
HEATR5A	0.35513356	0	0
ATG101	0.35510576	0	0
CYB5D2	0.3551023	0	1
SPAG4	0.35505652	0	0
NXF3	0.35501024	0	0
SCCPDH	0.3550032	0	1
LONRF1	0.35500214	0	0
LY6G6C	0.35499	0	0
RHOV	0.35498223	0	1
AIMP2	0.35497543	0	0
CAMTA2	0.35495314	0	0
CABS1	0.35492358	0	1
ZNF695	0.35492194	0	0
AZI2	0.35490176	0	0
CALN1	0.35489368	0	1
SLC35A4	0.3548534	0	1
ACSL6	0.3548377	0	0
RPL36A-HNRNPH2	0.35481012	0	0
UNC5A	0.35479876	0	0
EFCAB3	0.3547926	0	0
ROR1	0.35479006	0	0
KCNJ12	0.3547707	0	0
UBXN1	0.3547515	0	0
HELT	0.35471934	0	0
RPL10L	0.35471568	0	1
CALY	0.35469633	0	0
SPATA24	0.3546833	0	1
TRPV3	0.3546529	0	0
DHRS11	0.35464692	0	0
LGSN	0.3546281	0	0
SAAL1	0.35462788	0	1
APOL3	0.35462776	0	0
SLC15A4	0.35461622	0	0
SFSWAP	0.3546155	0	0
LIMD1	0.3546106	0	0
ZNF280D	0.35456148	0	1
ALDOC	0.3545474	0	0
TNFRSF11B	0.35451448	0	0
HIC1	0.35451406	0	0
ACSBG2	0.3544926	0	0
ADCY6	0.35448018	0	0
LGR6	0.35445789	0	0
ZBTB6	0.35445246	0	1
SAFB2	0.3544472	0	0
NUBPL	0.35441485	0	0
CLSTN2	0.35440248	0	0
PAAF1	0.35438514	0	1
COL6A5	0.3543694	0	0
NEURL1	0.35435086	0	0
GMNC	0.35434338	0	0
GPR137B	0.35432392	0	1
HSPB11	0.3543232	0	1
OCIAD1	0.35431212	0	1
HOXB8	0.35430652	0	0
CCDC89	0.35428682	0	1
GLCE	0.35427994	0	0
ANKRD23	0.35427615	0	0
LRRC63	0.35427505	0	0
YIPF4	0.35427272	0	0
FAM167A	0.35425454	0	0
CACNG1	0.3542016	0	0
FBXL12	0.3541953	0	0
RILPL2	0.35419482	0	0
LMOD3	0.35416	0	0
XCR1	0.35413298	0	0
DENND1C	0.3541326	0	0
PFKFB4	0.35411796	0	0
HAPLN1	0.35408425	0	0
RAPGEF5	0.3540805	0	0
DET1	0.3540755	0	0
P4HA3	0.35406557	0	0
ELMSAN1	0.35404435	0	1
AGAP2	0.35402948	0	0
EFEMP2	0.35402855	0	0
CXCL6	0.3540225	0	0
CLDN15	0.35401624	0	0
BOD1	0.35400257	0	0
RAPGEF6	0.35398138	0	0
CKMT1A	0.35397857	0	0
UHRF1BP1L	0.353974	0	0
ART1	0.35396993	0	0
MCMDC2	0.35396957	0	0
CMC2	0.35396844	0	1
HPS4	0.35396138	0	0
RETSAT	0.35392338	0	0
SAT2	0.3539191	0	0
MUC20	0.35389012	0	0
SPIN4	0.35388833	0	0
ERI3	0.35385886	0	0
DPP9	0.35381472	0	1
RAB15	0.35380566	0	1
RCN1	0.35379606	0	0
LSM6	0.3537956	0	0
TRAF7	0.35379153	1	1
LRFN1	0.35378486	0	0
ZSCAN25	0.353776	0	1
HTATIP2	0.35375774	0	0
ZNF503	0.35375702	0	0
PRKD3	0.35374528	0	1
CISH	0.35374507	0	0
ZNF397	0.35373622	0	0
NHLH2	0.3537292	0	0
TM9SF2	0.35372445	0	0
FAM210A	0.35371524	0	0
CT55	0.35371053	0	0
TMEM179B	0.35370868	0	1
NIPA1	0.35370603	0	0
RXRB	0.35366994	0	0
FAM170B	0.35366768	0	0
TMEM74	0.3536626	0	0
CCNT2	0.35365987	0	0
ZNRF2	0.35365286	0	0
KCTD17	0.3536242	0	0
GCSH	0.35362062	0	0
ARMCX6	0.35360804	0	0
ECD	0.35358498	0	0
DONSON	0.35357946	0	0
HBZ	0.35357556	0	0
SPINK2	0.35355654	0	0
TPCN2	0.3535537	0	0
P4HTM	0.3535245	0	0
DTHD1	0.35351712	0	0
MEI1	0.3535108	0	0
KIAA0513	0.35350665	0	0
MAP3K4	0.35348207	0	0
CCL11	0.35347816	0	0
DPH5	0.3534711	0	0
PHYHIPL	0.3534172	0	1
USP46	0.3533902	0	0
FAM117B	0.35337532	0	0
FAM8A1	0.3533674	0	1
CNOT3	0.35334963	1	1
VPS26B	0.353322	0	0
MFSD11	0.35331446	0	0
ZFAND2A	0.3532978	0	0
ZNF493	0.35329738	0	1
KLB	0.35329294	0	0
NDUFS7	0.35328627	0	0
VENTX	0.35326904	0	0
AFTPH	0.35324353	0	1
CEP170B	0.3532301	0	1
EFR3B	0.35318708	0	0
KLK4	0.3531803	0	0
CTRB1	0.35317126	0	0
RAB5C	0.35315806	0	0
NODAL	0.35312644	0	0
MAPKBP1	0.35309845	0	0
LRIG2	0.3530718	0	0
TBC1D9	0.353054	0	0
RGS6	0.35305393	0	0
PLIN4	0.35304943	0	0
ROMO1	0.35298705	0	1
ZXDB	0.35294965	0	0
OTUD1	0.35294753	0	0
RTL1	0.3529353	0	0
LZTS3	0.3529325	0	1
ZNF383	0.35293108	0	1
LRRC61	0.3529293	0	0
CYP2R1	0.35290894	0	0
SEC14L2	0.3529033	0	0
KDM3A	0.35289612	0	0
MRPS25	0.3528921	0	0
HYPK	0.35288173	0	0
CTAGE15	0.3528692	0	0
ARHGAP11B	0.35281512	0	0
ZNF280A	0.35278454	0	1
GNRH1	0.35277337	0	0
ILKAP	0.35277075	0	1
IFNGR1	0.35276604	0	0
TNFRSF25	0.35275635	0	0
PRPF38B	0.3527382	0	1
CEACAM4	0.35269386	0	0
FAM107A	0.3526761	0	0
ITIH6	0.3526726	0	0
CC2D1A	0.35267124	0	0
SYDE1	0.35266343	0	0
CRYGD	0.35264903	0	0
SRPX2	0.3526484	0	0
TSR3	0.35264367	0	0
OR6K3	0.3526074	0	0
CSN2	0.3525712	0	0
FKTN	0.35255498	0	0
PLK5	0.35255185	0	0
RASAL1	0.35254636	0	0
GABRE	0.35254043	0	0
ARGLU1	0.35252982	0	0
PLOD3	0.35252798	0	0
TJP3	0.35250014	0	0
PSG2	0.3524937	0	0
MYO3B	0.35249287	0	0
BATF2	0.35248965	0	0
NBPF3	0.3524837	0	0
NNAT	0.35246462	0	0
BCAR3	0.3524527	0	0
TMED5	0.35241753	0	0
TECPR1	0.3524161	0	0
NELFE	0.35240358	0	1
TMCC3	0.35240245	0	0
UXT	0.35239968	0	0
TMCO3	0.35239917	0	0
LRPAP1	0.35239127	0	0
GKAP1	0.35237995	0	0
GZMK	0.35234138	0	0
SLC9B2	0.35233712	0	1
SPRR3	0.35231167	0	0
ADNP2	0.35229716	0	0
HAAO	0.35228977	0	0
LOXHD1	0.35226163	0	0
NRN1	0.3522597	0	0
ZBTB39	0.35223764	0	1
PMPCA	0.35223597	0	0
FES	0.3522338	1	1
CDK11B	0.35222358	0	0
FAM228B	0.3522123	0	0
REM1	0.3522092	0	0
BRD9	0.35220638	0	0
SPNS3	0.35220537	0	0
DUOXA2	0.35219982	0	0
PIDD1	0.3521903	0	0
GYG1	0.35217574	0	0
FBXL17	0.35215387	0	0
KCNH7	0.35214463	0	0
CNPY3	0.3521416	0	0
PCDHB14	0.35213548	0	0
BAHCC1	0.35213155	0	0
STMN4	0.35212716	0	1
CCDC85A	0.35210606	0	0
TIPRL	0.35207504	0	0
DZIP1L	0.35207275	0	0
STEAP1B	0.3520469	0	1
SLC35F6	0.35202482	0	1
ENPP6	0.35202283	0	0
PCDHA6	0.35199738	0	0
DDX53	0.35195434	0	1
MAP2K6	0.3519295	0	0
TSPAN31	0.35192552	0	0
LEKR1	0.35192412	0	0
MCF2L2	0.35191903	0	0
NSUN7	0.3518989	0	0
KRT82	0.35189855	0	0
HYAL3	0.3518807	0	0
LUZP2	0.35185045	0	0
CAPN7	0.35183114	0	0
NRGN	0.35182726	0	0
SYNRG	0.3518244	0	1
TXNDC17	0.35182127	0	0
IER3IP1	0.35180095	0	0
GET4	0.3517882	0	0
PLP2	0.35178098	0	0
RBM6	0.35178018	0	0
RASSF3	0.35177022	0	0
CNPPD1	0.35176152	0	1
ITIH3	0.35175398	0	0
CDC42EP1	0.351738	0	0
MATK	0.35173604	0	0
HEXB	0.3517279	0	0
ZNF556	0.35170054	0	1
CDCP2	0.35169452	0	0
AP5S1	0.3516932	0	0
MIOS	0.35168037	0	0
FRMPD2	0.35167938	0	0
ATP2C2	0.35163832	0	0
MBD5	0.35163057	0	0
DEFA4	0.35161594	0	0
PLLP	0.35161453	0	0
SH3RF1	0.35161304	0	1
FRMD1	0.3515534	0	1
MRM1	0.35154754	0	0
PLD5	0.35153684	0	0
ADAMTS14	0.35151494	0	0
CACTIN	0.35150528	0	1
G0S2	0.35150146	0	0
FADS1	0.3514898	0	0
RANBP3L	0.35147697	0	0
FUT4	0.3514722	0	0
SPHK1	0.3514619	0	0
CCDC91	0.35145807	0	0
PIN1	0.3514317	0	0
PIGG	0.3513984	0	0
EIF5A2	0.35139593	0	0
CCS	0.35139558	0	0
GPR162	0.35139245	0	1
XKR5	0.35136542	0	0
DOK7	0.35135955	0	0
OR2T33	0.35135874	0	0
STARD9	0.35135147	0	0
FOXI3	0.35134596	0	0
ALG8	0.35132223	0	0
OR5K3	0.3512916	0	0
GCSAML	0.35125518	0	0
TMEM131	0.3512538	0	0
NUDT12	0.35124746	0	1
KRTAP10-9	0.35124478	0	1
ZNF337	0.35124272	0	1
SESN3	0.35122833	0	1
TBCB	0.35117537	0	1
NDUFB11	0.35115874	0	0
PAPSS2	0.35114163	0	0
OR6K2	0.35113707	0	0
C2CD2	0.3511336	0	0
MYCBP	0.35112038	0	0
KLHL3	0.35111353	0	0
ARFIP1	0.35110962	0	1
SLC35F2	0.35110447	0	0
TRAK1	0.35109258	0	0
ELOVL6	0.35108522	0	0
CIDEC	0.3510236	0	0
KCTD9	0.3510208	0	0
ZNF441	0.35099763	0	1
GSTK1	0.3509906	0	0
ZDHHC14	0.35096726	0	0
FLAD1	0.35095173	0	0
APPL2	0.35094148	0	0
MMD	0.3509361	0	0
ABCB6	0.35088816	0	0
GATAD2B	0.3508802	0	0
TBCA	0.35087216	0	0
DHX34	0.35084337	0	0
SLC2A14	0.35084167	0	0
FKBP6	0.35082823	0	0
ARSA	0.3508277	0	0
FAM167B	0.3508255	0	0
THG1L	0.35082132	0	1
TMEM97	0.35081187	0	0
PDCD5	0.35080934	0	0
CTSW	0.3508036	0	0
RBFOX3	0.35079306	0	0
NAA30	0.3507824	0	0
RSRC2	0.35078102	0	0
ZNF664	0.35076657	0	0
ZNF621	0.35075575	0	1
PPP2R2D	0.35075068	0	0
ANKIB1	0.3507455	0	0
HMSD	0.35073113	0	0
NDP	0.3507242	0	0
TMEM258	0.35072416	0	0
AAGAB	0.3507162	0	0
SPATA16	0.35069257	0	0
STRIP1	0.35065553	0	0
JAM2	0.35064092	0	0
CYP2C19	0.35062414	0	1
ZNF609	0.35062158	0	0
FDPS	0.35059315	0	0
DMWD	0.3505768	0	0
OCM2	0.35056242	0	0
TRIM77	0.35055125	0	0
OR1Q1	0.35054073	0	0
MIOX	0.350529	0	0
ABHD3	0.35052457	0	0
PLCH1	0.35051787	0	0
VPS37A	0.35051206	0	0
PRR15L	0.35049194	0	0
OR7D2	0.3504831	0	0
SMIM20	0.35047925	0	0
SCRG1	0.35047632	0	0
TCTN1	0.35047492	0	1
MOS	0.35046533	0	0
GJA8	0.35045838	0	0
ZNF717	0.3504577	0	0
CPA5	0.3504543	0	1
GEMIN6	0.3504529	0	0
RPUSD3	0.3504518	0	0
BOC	0.35044995	0	0
LHFPL4	0.35039818	0	0
DCAF16	0.35039777	0	1
PPP1R18	0.35039228	0	0
POU6F2	0.35038096	0	0
TRIP10	0.35037705	0	0
GALNT10	0.3503282	0	0
CMAS	0.3503272	0	0
ESAM	0.3503216	0	0
ZNF652	0.35030982	0	0
RNF182	0.3503015	0	1
LRIG3	0.35029417	1	1
NMUR2	0.3502892	0	0
TBRG4	0.35028905	0	0
ZNF516	0.35028026	0	0
CLDN3	0.3502446	0	0
UGT1A10	0.3502333	0	0
KCTD11	0.35020024	0	0
OR5A2	0.3501548	0	0
ZNF440	0.35014725	0	1
TCEA2	0.3501315	0	1
NT5C1B	0.35012907	0	0
FCHSD2	0.3501256	0	0
SNTB2	0.35012555	0	0
TRABD2A	0.35012525	0	0
PXDC1	0.35011715	0	0
TRIM3	0.3501161	0	0
KLHDC3	0.3501138	0	0
CNFN	0.3500989	0	0
PNLIP	0.35009345	0	0
OR51T1	0.35008502	0	0
SYT8	0.3500805	0	0
KIAA1549L	0.35006636	0	1
KLF13	0.3500641	0	0
RBPMS	0.35005155	0	0
ACY1	0.3500466	0	0
TSPYL2	0.35003722	0	0
ADPRH	0.3499891	0	0
UCMA	0.3499759	0	0
ZNF215	0.34997043	0	0
FASTKD5	0.34995258	0	0
IKZF2	0.34990734	0	0
MRPL45	0.34988922	0	0
KLRG1	0.34988388	0	0
TMEM231	0.34987682	0	0
PRPF39	0.3498617	0	0
BCAT2	0.34985697	0	0
ZNF624	0.3498545	0	1
NYAP1	0.34981352	0	0
PLEKHO2	0.34980935	0	0
PTPRQ	0.34980008	0	0
THOC3	0.34977025	0	0
ZBTB3	0.34976086	0	1
MRPL38	0.34974474	0	0
AADACL2	0.34970564	0	0
PRAP1	0.3497011	0	0
KLK6	0.34967738	0	0
PRG2	0.34966886	0	0
HEBP1	0.34962907	0	0
METTL11B	0.34960878	0	0
CHST10	0.3496064	0	0
GGTLC1	0.34960204	0	0
TRIL	0.3495831	0	0
NXT2	0.34957594	0	0
COL9A2	0.34957182	0	0
SYCE1	0.34954605	0	0
C7orf25	0.34952217	0	0
C2CD4A	0.34950846	0	0
SLC16A13	0.3495082	0	1
XK	0.3494754	0	0
NSUN3	0.34946603	0	0
CCDC127	0.34946278	0	0
CNIH2	0.34943035	0	0
CPNE9	0.34942186	0	0
PRR15	0.34941936	0	0
CEACAM21	0.34941643	0	0
SLC9A8	0.34940606	0	0
DENND4C	0.34939283	0	1
SAP30BP	0.34939262	0	0
POU4F3	0.349388	0	0
ARL2	0.34938654	0	0
NKX2-4	0.34938562	0	0
GTF3C6	0.34937173	0	0
ONECUT1	0.3493374	0	0
PDE7A	0.34933072	0	0
FBXO4	0.34932324	0	0
TRAPPC3L	0.349315	0	1
SGPP2	0.34925705	0	0
SMCO1	0.34923622	0	0
MED12L	0.34922096	0	0
CLYBL	0.34921768	0	0
GCNT3	0.34918803	0	0
SLC30A4	0.34915906	0	0
FAM184B	0.34915423	0	0
SPIDR	0.34914416	0	0
AIFM3	0.34914082	0	0
ASB18	0.34914023	0	0
PCDH11Y	0.34912735	0	0
TRIM59	0.3491114	0	0
CLCN2	0.34909672	0	0
HTN3	0.34908327	0	0
KIAA0825	0.34908265	0	0
ZNF408	0.34908202	0	0
IFITM3	0.3490773	0	0
VPS45	0.3490683	0	0
C2orf81	0.3490618	0	0
CASKIN1	0.3490222	0	0
SGSM1	0.34900242	0	1
SP140L	0.34898782	0	0
PDCL2	0.34898204	0	0
TIMP4	0.34897584	0	0
RLN1	0.34897316	0	0
TPGS2	0.34895876	0	1
AKNAD1	0.3489509	0	1
PDGFA	0.34895012	0	0
PARD6A	0.34894478	0	1
STARD3NL	0.34894082	0	0
RGR	0.34892753	0	0
OR11L1	0.34891948	0	0
OLFML1	0.348895	0	0
ZNF720	0.34887356	0	0
ACVR1B	0.34886867	1	1
KREMEN2	0.34884012	0	0
PNLIPRP3	0.3488343	0	0
DAGLA	0.34882855	0	0
GRWD1	0.34882104	0	0
HDDC3	0.3488053	0	0
MSI2	0.34878784	1	1
B3GAT2	0.3487746	0	1
NAB2	0.34875482	1	1
HOXB1	0.348751	0	0
LSM8	0.34874582	0	0
B3GNT4	0.34870976	0	0
ASB13	0.3487031	0	0
RGPD3	0.34868103	0	0
SPANXN1	0.3486745	0	0
FXYD2	0.3486641	0	0
CBX2	0.34866226	0	0
RPL17-C18orf32	0.3486603	0	0
BIVM	0.34865868	0	1
MAB21L1	0.3486577	0	0
CLIP3	0.34863883	0	0
FKBP1B	0.34862822	0	0
ST18	0.34861964	0	0
SS18	0.34860915	1	1
ASPHD1	0.348597	0	1
SLC35E1	0.34859678	0	1
PTGDR2	0.34858614	0	0
KLRD1	0.34857848	0	0
PIGP	0.34857637	0	0
ST20-MTHFS	0.34857047	0	0
AIM2	0.34856856	0	0
TRAF4	0.34854856	0	0
ZNRF4	0.34853527	0	0
LCE1F	0.34851187	0	0
KLRG2	0.34849268	0	1
SLC25A12	0.34849182	0	0
NEK6	0.34848443	0	0
RAB3IL1	0.34848186	0	0
PPM1H	0.34847865	0	0
NSMCE4A	0.34845182	0	0
EIF3CL	0.34844393	0	0
ZNF562	0.34842858	0	1
IP6K3	0.34841272	0	1
TSPAN13	0.34838778	0	0
IAPP	0.34838566	0	0
MAPK1IP1L	0.34838384	0	0
CHCHD7	0.34836617	1	1
TEX33	0.34833288	0	0
LSM10	0.3483016	0	0
LY6D	0.3482914	0	0
C16orf72	0.3482868	0	0
PRSS33	0.34828272	0	0
BEST3	0.34827584	0	0
ANO10	0.3482739	0	0
GPIHBP1	0.34827098	0	0
FAM110B	0.34826368	0	0
FBXO8	0.348255	0	0
MINK1	0.34824643	0	0
SPSB3	0.34823805	0	0
EXD2	0.34823716	0	0
FMO4	0.34823683	0	0
ZSWIM8	0.3482334	0	0
FBXO38	0.34823155	0	0
TOE1	0.34821814	0	0
GABRP	0.34821373	0	0
FUT11	0.34817737	0	0
NRL	0.34815937	0	0
ECEL1	0.34815073	0	0
SUPT20H	0.34812632	0	1
ST8SIA1	0.3481261	0	1
RWDD4	0.3481173	0	0
PRR11	0.3481133	0	0
AGMAT	0.3480933	0	0
GUCA2B	0.34807277	0	0
SLC25A37	0.34806678	0	0
DHRS13	0.34806347	0	0
OGDHL	0.34806067	0	0
EHBP1L1	0.3480406	0	0
IL11	0.34803832	0	0
TMEM11	0.3480236	0	1
SEC14L6	0.3480116	0	0
AKAP4	0.34801158	0	0
MAP2K7	0.34799784	0	0
SS18L1	0.3479828	1	1
XRRA1	0.3479597	0	0
PRRG4	0.3479514	0	0
NPHS2	0.34794438	0	1
CRYL1	0.34792933	0	0
OTOL1	0.3479113	0	0
ASCC2	0.34790397	0	0
FCN3	0.34788814	0	0
CNDP1	0.34788474	0	0
MSLNL	0.34788167	0	0
IFT22	0.34785572	0	0
SMR3B	0.3478488	0	0
PHKG1	0.3478464	0	0
CPB2	0.347836	0	0
CD300LD	0.34777868	0	0
DALRD3	0.3477653	0	1
MCOLN2	0.34775123	0	0
MAPKAP1	0.34775093	0	0
AKTIP	0.34774804	0	0
RBCK1	0.3477242	0	0
COL6A6	0.3477017	0	0
CDK11A	0.34768862	0	0
ZNF559	0.34768176	0	1
C12orf29	0.34766752	0	0
MAMDC2	0.3476632	0	0
XKRX	0.3476547	0	0
RHNO1	0.34761226	0	0
B4GALT6	0.34759787	0	0
TIMD4	0.34759367	0	1
GALNT12	0.3475921	0	0
KRT83	0.34755754	0	0
NETO2	0.34754282	0	0
ALX1	0.3475395	0	0
DDRGK1	0.3475371	0	0
AMZ2	0.3475309	0	0
MYBPHL	0.34752187	0	0
MUC22	0.34751257	0	0
ZKSCAN4	0.3475094	0	0
ZNF564	0.34749672	0	1
ZNF200	0.3474851	0	0
HOXD12	0.34747067	0	0
C3orf20	0.3474682	0	0
KHK	0.34746355	0	0
ZSWIM1	0.34746033	0	0
GPA33	0.34745753	0	0
ZNF202	0.3474384	0	0
MAP3K14	0.34743163	0	0
LMAN2	0.3474316	0	1
ITPRIP	0.34742856	0	1
GPR101	0.347421	0	0
ADAMTS18	0.34742066	0	0
REEP2	0.34734342	0	0
L2HGDH	0.3473406	0	0
PTPN3	0.34731263	0	0
S1PR2	0.3472839	0	0
DQX1	0.34728146	0	1
WDSUB1	0.34725726	0	1
ZNF281	0.3472385	0	1
LSR	0.3472351	0	0
ZNF512B	0.34722748	0	0
XPA	0.34722504	1	1
BAALC	0.3472219	0	0
AP1G2	0.34722096	0	0
OR5M10	0.34722054	0	0
CTU2	0.34720847	0	0
PRIMA1	0.34720027	0	0
PELP1	0.34718293	0	0
PSKH2	0.34718037	0	0
ZBTB34	0.34717283	0	0
TSPAN4	0.34716165	0	0
F13B	0.34716114	0	0
TRIM16L	0.34714186	0	1
PAFAH1B2	0.34713906	1	1
POU4F1	0.34713286	0	0
ELF5	0.3471046	0	0
EPM2AIP1	0.34709418	0	0
UCP1	0.34705004	0	0
ELFN1	0.34700078	0	0
TSSK4	0.34697983	0	0
PADI6	0.34696895	0	0
SLC8B1	0.3469494	0	0
PSMD9	0.34693867	0	0
ARHGDIG	0.3469285	0	1
C6	0.3469283	0	0
PCYT2	0.34689775	0	0
PHACTR4	0.3468172	0	0
ING5	0.3468149	0	0
CCDC175	0.34679896	0	0
SPINK1	0.34676212	0	0
HLA-G	0.34675163	0	0
SNRNP35	0.3467488	0	1
SERPINB7	0.34671184	0	0
SERPINB9	0.3466895	0	1
POU2F2	0.34668586	0	0
HSD17B1	0.3466779	0	0
HAL	0.3466564	0	0
WIPF3	0.34665242	0	0
CPN1	0.34661695	0	0
CLEC3A	0.34659657	0	0
ZNF510	0.34659332	0	1
TMEM154	0.34659317	0	1
OR10G8	0.34659106	0	0
ANO7	0.34658688	0	0
S100A6	0.34657738	0	0
CIB4	0.3465641	0	0
OR51G2	0.34655276	0	0
DIXDC1	0.34655234	0	0
MOAP1	0.3465438	0	0
SLC35F5	0.3465224	0	1
HEATR6	0.34652144	0	0
GLIPR2	0.34651163	0	0
QRICH2	0.3464914	0	0
RUSC2	0.34647718	0	0
TCTEX1D2	0.3464716	0	0
DEPDC1B	0.34646493	0	0
ZNF799	0.34645742	0	0
TMEM181	0.34645697	0	0
MYO7B	0.34645003	0	0
ZBTB8B	0.34644657	0	1
VWDE	0.34641862	0	1
MPPE1	0.34639302	0	0
AGAP1	0.3463921	0	0
SLC35D1	0.3463665	0	0
DGCR2	0.3463422	0	0
GPBP1	0.34633666	0	0
SLC35E3	0.34627432	0	1
TRAPPC2L	0.34623727	0	0
TEX26	0.34622806	0	0
CLN5	0.34620565	0	0
DUS3L	0.34618515	0	0
RSAD2	0.3461417	0	0
SHBG	0.34613317	0	0
GZF1	0.346113	0	0
FAM131C	0.3461123	0	0
SLC51A	0.3461048	0	1
WNT2B	0.3460973	0	0
TCF23	0.34607103	0	0
TMPRSS11D	0.34606212	0	0
DTX1	0.34605008	0	0
SIAH3	0.3460378	0	0
CEP85	0.34603202	0	1
PUS1	0.34602427	0	0
PSPC1	0.34601772	0	0
LRIT3	0.34601384	0	0
EML2	0.34599143	0	0
ZC3H8	0.345989	0	1
KIAA1328	0.3459845	0	0
PCDHGC5	0.3459754	0	0
GLB1L2	0.34595624	0	1
IPP	0.34594023	0	0
TTC33	0.34592643	0	0
SLC22A25	0.34590676	0	0
NFE2	0.34588808	0	0
MARC1	0.34588298	0	1
SLC35B3	0.3458689	0	0
NKIRAS1	0.34585103	0	0
HIGD1A	0.345849	0	1
HINT1	0.3458485	0	0
DRD4	0.34584674	0	0
AGBL4	0.34584004	0	0
ARMC12	0.34583277	0	0
CELF6	0.3457886	0	0
KCNN2	0.34578156	0	0
ZNF326	0.3457738	0	0
UCN3	0.3457666	0	1
ZNF431	0.34575018	0	1
FAM47C	0.34572634	0	0
ZNF585B	0.3457181	0	1
YPEL2	0.34570768	0	0
PHRF1	0.3457055	0	0
NINJ2	0.34568995	0	0
HIP1R	0.3456795	0	0
SAMD12	0.34567392	0	0
PEAK1	0.34566945	0	0
SFT2D2	0.34564403	0	1
LY6H	0.3456424	0	0
FNTA	0.34564	0	0
CNTNAP3	0.34563518	0	0
ZP3	0.3456315	0	0
CHRNA9	0.34562027	0	0
LIMS1	0.34561828	0	1
FAXC	0.34561524	0	0
RTN4IP1	0.34561068	0	0
VSIG2	0.34559947	0	0
LRRC20	0.34559286	0	0
